Date,HomeTeam,AwayTeam,OddH,OddD,OddA,Season
2026-06-28,Metros de Santiago,Caneros,1.53,,2.32,current
2026-06-29,Gigantes San Francisco,Heroes de Moca,1.49,,2.39,current
2026-06-30,Caneros,Metros de Santiago,,,,current
