Date,HomeTeam,AwayTeam,OddH,OddD,OddA,Season
2026-06-28,Leones De Ponce,Vaqueros de Bayamon,2.20,,1.58,current
2026-06-29,Indios de Mayaguez,Cangrejeros,2.05,,1.66,current
2026-06-29,Mets de Guaynabo,Gigantes de Carolina,,,,current
2026-06-30,Aguada Santeros,Piratas de Quebradillas,,,,current
