Date,HomeTeam,AwayTeam,OddH,OddD,OddA,Season
2026-06-27,Bulgaria U20,North Macedonia U20,1.32,,2.98,current
2026-06-27,Portugal,Switzerland,1.25,,3.49,current
2026-06-27,Slovenia U20,Croatia U20,1.20,,3.63,current
2026-06-27,Belgium U20,Netherlands U20,1.12,,4.49,current
2026-06-27,Slovenia,Italy,2.20,,1.60,current
2026-06-28,Slovakia U20,Switzerland U20,3.46,,1.21,current
2026-06-28,Lithuania,Ukraine,,,,current
