GAME_DATE_EST,HOME_TEAM_NAME,VISITOR_TEAM_NAME,PTS_home,PTS_away,HOME_TEAM_WINS,MARKET_PROB_home,MARKET_PROB_away,prob_margin,correct,league,accepted,STATUS
2026-05-01,Marburg W,Keltern W,62,73,0,0.298643,0.701357,0.201357,1,germany_dbbl_women,1,finished
2026-04-26,Keltern W,Marburg W,67,69,0,0.808652,0.191348,0.308652,0,germany_dbbl_women,1,finished
2026-04-24,Keltern W,Marburg W,69,65,1,0.836765,0.163235,0.336765,1,germany_dbbl_women,1,finished
2026-04-15,Alba Berlin W,Keltern W,51,54,0,0.276458,0.723542,0.223542,1,germany_dbbl_women,1,finished
2026-04-13,Syntainics MBC W,Marburg W,81,71,1,0.602067,0.397933,0.102067,1,germany_dbbl_women,1,finished
2026-04-10,Keltern W,Alba Berlin W,62,46,1,0.772296,0.227704,0.272296,1,germany_dbbl_women,1,finished
2026-04-06,Keltern W,Herner W,67,60,1,0.888412,0.111588,0.388412,1,germany_dbbl_women,1,finished
2026-04-05,Syntainics MBC W,TK Hannover W,76,65,1,0.6,0.4,0.1,1,germany_dbbl_women,1,finished
2026-04-02,Alba Berlin W,Osnabruck W,56,40,1,0.770554,0.229446,0.270554,1,germany_dbbl_women,1,finished
2026-04-01,TK Hannover W,Syntainics MBC W,56,76,0,0.634085,0.365915,0.134085,0,germany_dbbl_women,1,finished
2025-04-21,Keltern W,Saarlouis W,93,57,1,0.830534,0.169466,0.330534,1,germany_dbbl_women,1,finished
2025-04-15,Keltern W,Osnabruck W,77,53,1,0.732484,0.267516,0.232484,1,germany_dbbl_women,1,finished
2025-04-13,Saarlouis W,Alba Berlin W,52,55,0,0.628866,0.371134,0.128866,0,germany_dbbl_women,1,finished
2025-04-07,Alba Berlin W,Saarlouis W,67,70,0,0.718954,0.281046,0.218954,0,germany_dbbl_women,1,finished
2025-04-06,Keltern W,Osnabruck W,68,70,0,0.722467,0.277533,0.222467,0,germany_dbbl_women,1,finished
2025-04-05,Alba Berlin W,Saarlouis W,66,57,1,0.679245,0.320755,0.179245,1,germany_dbbl_women,1,finished
2025-04-04,Keltern W,Osnabruck W,73,67,1,0.825,0.175,0.325,1,germany_dbbl_women,1,finished
2025-03-28,Herner W,Saarlouis W,56,77,0,0.55291,0.44709,0.05291,0,germany_dbbl_women,1,finished
2025-03-28,TK Hannover W,Osnabruck W,67,70,0,0.527027,0.472973,0.027027,0,germany_dbbl_women,1,finished
2025-03-23,Alba Berlin W,Syntainics MBC W,71,56,1,0.892451,0.107549,0.392451,1,germany_dbbl_women,1,finished
2025-03-21,Alba Berlin W,Syntainics MBC W,83,59,1,0.874408,0.125592,0.374408,1,germany_dbbl_women,1,finished
2026-05-02,Chunghua Telecom W,Cathay Life W,52,69,0,0.131026,0.868974,0.368974,1,taiwan_wsbl_women,1,finished
2026-04-30,Cathay Life W,Chunghua Telecom W,66,52,1,0.894683,0.105317,0.394683,1,taiwan_wsbl_women,1,finished
2026-04-25,Taiyuan W,Chunghua Telecom W,66,74,0,0.48248,0.51752,0.01752,1,taiwan_wsbl_women,1,finished
2026-04-23,Chunghua Telecom W,Taiyuan W,88,70,1,0.576,0.424,0.076,1,taiwan_wsbl_women,1,finished
2025-05-10,Cathay Life W,Taiyuan W,72,63,1,0.471698,0.528302,0.028302,0,taiwan_wsbl_women,1,finished
2025-05-08,Taiyuan W,Cathay Life W,74,80,0,0.568421,0.431579,0.068421,0,taiwan_wsbl_women,1,finished
2025-05-04,Cathay Life W,Taiyuan W,73,60,1,0.558511,0.441489,0.058511,1,taiwan_wsbl_women,1,finished
2025-05-03,Taiyuan W,Cathay Life W,74,65,1,0.537433,0.462567,0.037433,1,taiwan_wsbl_women,1,finished
2025-04-26,Chunghua Telecom W,Cathay Life W,62,75,0,0.104781,0.895219,0.395219,1,taiwan_wsbl_women,1,finished
2025-04-25,Cathay Life W,Chunghua Telecom W,78,60,1,0.90852,0.09148,0.40852,1,taiwan_wsbl_women,1,finished
2026-04-26,Kipina,ACO Basket,77,58,1,0.433862,0.566138,0.066138,0,finland_i_divisioona_a,1,finished
2026-04-24,ACO Basket,Kipina,74,78,0,0.7,0.3,0.2,0,finland_i_divisioona_a,1,finished
2026-04-21,Kipina,ACO Basket,76,95,0,0.432361,0.567639,0.067639,1,finland_i_divisioona_a,1,finished
2026-04-18,ACO Basket,Kipina,79,89,0,0.64604,0.35396,0.14604,0,finland_i_divisioona_a,1,finished
2026-04-15,Kipina,Karkkila,102,91,1,0.70068,0.29932,0.20068,1,finland_i_divisioona_a,1,finished
2026-04-12,Karkkila,Kipina,96,95,1,0.490515,0.509485,0.009485,0,finland_i_divisioona_a,1,finished
2026-04-10,ACO Basket,Jyvaskyla,81,73,1,0.885589,0.114411,0.385589,1,finland_i_divisioona_a,1,finished
2026-04-09,Kipina,Karkkila,101,86,1,0.695652,0.304348,0.195652,1,finland_i_divisioona_a,1,finished
2026-04-06,Jyvaskyla,ACO Basket,89,91,0,0.155271,0.844729,0.344729,1,finland_i_divisioona_a,1,finished
2026-04-06,Karkkila,Kipina,96,90,1,0.474394,0.525606,0.025606,0,finland_i_divisioona_a,1,finished
2026-04-03,ACO Basket,Jyvaskyla,88,69,1,0.890985,0.109015,0.390985,1,finland_i_divisioona_a,1,finished
2026-04-03,Kipina,Karkkila,92,83,1,0.646914,0.353086,0.146914,1,finland_i_divisioona_a,1,finished
2026-03-31,Jyvaskyla,Raholan Pyrkiva,65,60,1,0.699317,0.300683,0.199317,1,finland_i_divisioona_a,1,finished
2026-03-29,ToPo Helsinki,Kipina,72,94,0,0.279476,0.720524,0.220524,1,finland_i_divisioona_a,1,finished
2026-03-28,Raholan Pyrkiva,Jyvaskyla,66,85,0,0.446524,0.553476,0.053476,1,finland_i_divisioona_a,1,finished
2026-03-27,Karkkila,Helsingin NMKY,90,83,1,0.906618,0.093382,0.406618,1,finland_i_divisioona_a,1,finished
2026-03-26,ACO Basket,HBA-Marsky Helsinki,83,59,1,0.911227,0.088773,0.411227,1,finland_i_divisioona_a,1,finished
2026-03-25,Jyvaskyla,Raholan Pyrkiva,85,89,0,0.685315,0.314685,0.185315,0,finland_i_divisioona_a,1,finished
2026-03-25,Kipina,ToPo Helsinki,105,88,1,0.752016,0.247984,0.252016,1,finland_i_divisioona_a,1,finished
2026-03-25,Helsingin NMKY,Karkkila,62,83,0,0.125296,0.874704,0.374704,1,finland_i_divisioona_a,1,finished
2026-03-22,HBA-Marsky Helsinki,ACO Basket,71,85,0,0.103935,0.896065,0.396065,1,finland_i_divisioona_a,1,finished
2026-03-22,ToPo Helsinki,Kipina,75,74,1,0.234375,0.765625,0.265625,0,finland_i_divisioona_a,1,finished
2026-03-21,Raholan Pyrkiva,Jyvaskyla,69,65,1,0.578947,0.421053,0.078947,1,finland_i_divisioona_a,1,finished
2026-03-21,Karkkila,Helsingin NMKY,95,93,1,0.890774,0.109226,0.390774,1,finland_i_divisioona_a,1,finished
2026-03-19,ACO Basket,HBA-Marsky Helsinki,80,66,1,0.922665,0.077335,0.422665,1,finland_i_divisioona_a,1,finished
2026-03-19,Jyvaskyla,Raholan Pyrkiva,93,89,1,0.697727,0.302273,0.197727,1,finland_i_divisioona_a,1,finished
2026-03-19,Kipina,ToPo Helsinki,90,82,1,0.878753,0.121247,0.378753,1,finland_i_divisioona_a,1,finished
2025-04-22,Lahti Basketball,Jyvaskyla,102,55,1,0.911304,0.088696,0.411304,1,finland_i_divisioona_a,1,finished
2025-04-19,Jyvaskyla,Lahti Basketball,75,92,0,0.152235,0.847765,0.347765,1,finland_i_divisioona_a,1,finished
2025-04-16,Lahti Basketball,Jyvaskyla,83,63,1,0.911227,0.088773,0.411227,1,finland_i_divisioona_a,1,finished
2025-04-09,Lahti Basketball,Huima,91,73,1,0.86625,0.13375,0.36625,1,finland_i_divisioona_a,1,finished
2025-04-08,Kipina,Jyvaskyla,81,87,0,0.680751,0.319249,0.180751,0,finland_i_divisioona_a,1,finished
2025-04-05,Jyvaskyla,Kipina,74,72,1,0.494624,0.505376,0.005376,0,finland_i_divisioona_a,1,finished
2025-04-04,Huima,Lahti Basketball,77,103,0,0.240157,0.759843,0.259843,1,finland_i_divisioona_a,1,finished
2025-04-02,Kipina,Jyvaskyla,84,92,0,0.812191,0.187809,0.312191,0,finland_i_divisioona_a,1,finished
2025-04-02,Lahti Basketball,Huima,89,74,1,0.757396,0.242604,0.257396,1,finland_i_divisioona_a,1,finished
2025-03-30,Jyvaskyla,Pyrinto Akatemia,88,79,1,0.771863,0.228137,0.271863,1,finland_i_divisioona_a,1,finished
2025-03-28,HBA-Marsky Helsinki,Kipina,100,105,0,0.347188,0.652812,0.152812,1,finland_i_divisioona_a,1,finished
2025-03-28,Huima,ToPo Helsinki,90,80,1,0.616751,0.383249,0.116751,1,finland_i_divisioona_a,1,finished
2025-03-28,Oulu,Lahti Basketball,76,87,0,0.068166,0.931834,0.431834,1,finland_i_divisioona_a,1,finished
2025-03-27,Pyrinto Akatemia,Jyvaskyla,74,60,1,0.605263,0.394737,0.105263,1,finland_i_divisioona_a,1,finished
2025-03-26,Lahti Basketball,Oulu,94,68,1,0.890985,0.109015,0.390985,1,finland_i_divisioona_a,1,finished
2025-03-26,ToPo Helsinki,Huima,78,85,0,0.604592,0.395408,0.104592,0,finland_i_divisioona_a,1,finished
2025-03-25,Jyvaskyla,Pyrinto Akatemia,73,57,1,0.560847,0.439153,0.060847,1,finland_i_divisioona_a,1,finished
2025-03-25,Kipina,HBA-Marsky Helsinki,85,92,0,0.888532,0.111468,0.388532,0,finland_i_divisioona_a,1,finished
2025-03-22,HBA-Marsky Helsinki,Kipina,92,107,0,0.329356,0.670644,0.170644,1,finland_i_divisioona_a,1,finished
2025-03-22,Huima,ToPo Helsinki,85,77,1,0.444737,0.555263,0.055263,0,finland_i_divisioona_a,1,finished
2025-03-22,Pyrinto Akatemia,Jyvaskyla,93,91,1,0.642706,0.357294,0.142706,1,finland_i_divisioona_a,1,finished
2025-03-21,Oulu,Lahti Basketball,97,69,1,0.170245,0.829755,0.329755,0,finland_i_divisioona_a,1,finished
2025-03-20,ToPo Helsinki,Huima,84,60,1,0.640199,0.359801,0.140199,1,finland_i_divisioona_a,1,finished
2025-03-19,Jyvaskyla,Pyrinto Akatemia,85,72,1,0.786885,0.213115,0.286885,1,finland_i_divisioona_a,1,finished
2026-05-07,Svendborg,Team FOG Naestved,80,95,0,0.534759,0.465241,0.034759,0,denmark_basketligaen,1,finished
2026-05-04,Bakken Bears,Horsens,110,67,1,0.824806,0.175194,0.324806,1,denmark_basketligaen,1,finished
2026-05-04,Team FOG Naestved,Svendborg,111,87,1,0.670616,0.329384,0.170616,1,denmark_basketligaen,1,finished
2026-04-30,Horsens,Bakken Bears,64,103,0,0.333333,0.666667,0.166667,1,denmark_basketligaen,1,finished
2026-04-30,Svendborg,Team FOG Naestved,63,75,0,0.631841,0.368159,0.131841,0,denmark_basketligaen,1,finished
2026-04-27,Bakken Bears,Horsens,89,79,1,0.806723,0.193277,0.306723,1,denmark_basketligaen,1,finished
2026-04-27,Team FOG Naestved,Svendborg,88,101,0,0.595361,0.404639,0.095361,0,denmark_basketligaen,1,finished
2025-05-26,Bakken Bears,Svendborg,82,63,1,0.709534,0.290466,0.209534,1,denmark_basketligaen,1,finished
2025-05-22,Svendborg,Bakken Bears,86,79,1,0.518817,0.481183,0.018817,1,denmark_basketligaen,1,finished
2025-05-19,Bakken Bears,Svendborg,110,86,1,0.6875,0.3125,0.1875,1,denmark_basketligaen,1,finished
2025-05-15,Svendborg,Bakken Bears,68,79,0,0.560847,0.439153,0.060847,0,denmark_basketligaen,1,finished
2025-05-12,Horsens,Randers,62,83,0,0.549072,0.450928,0.049072,0,denmark_basketligaen,1,finished
2025-05-05,Horsens,Bakken Bears,83,88,0,0.347087,0.652913,0.152913,1,denmark_basketligaen,1,finished
2025-05-05,Svendborg,Randers,76,75,1,0.860792,0.139208,0.360792,1,denmark_basketligaen,1,finished
2025-05-01,Bakken Bears,Horsens,107,72,1,0.768642,0.231358,0.268642,1,denmark_basketligaen,1,finished
2025-05-01,Randers,Svendborg,75,78,0,0.497326,0.502674,0.002674,1,denmark_basketligaen,1,finished
2025-04-28,Horsens,Bakken Bears,85,90,0,0.44591,0.55409,0.05409,1,denmark_basketligaen,1,finished
2025-04-28,Svendborg,Randers,90,70,1,0.676815,0.323185,0.176815,1,denmark_basketligaen,1,finished
2026-05-03,Caledonia Gladiators W,Manchester Basketball W,87,82,1,0.808081,0.191919,0.308081,1,united_kingdom_slb_women,1,finished
2026-05-02,Essex Rebels W,BA London Lions W,93,72,1,0.879587,0.120413,0.379587,1,united_kingdom_slb_women,1,finished
2026-05-02,Oaklands Wolves W,Newcastle Eagles W,72,68,1,0.815359,0.184641,0.315359,1,united_kingdom_slb_women,1,finished
2026-05-01,Sheffield Hatters W,Nottingham Wildcats W,95,52,1,0.944444,0.055556,0.444444,1,united_kingdom_slb_women,1,finished
2025-05-18,Oaklands Wolves W,Sheffield Hatters W,73,83,0,0.448,0.552,0.052,1,united_kingdom_slb_women,1,finished
2025-05-11,Sheffield Hatters W,Newcastle Eagles W,102,68,1,0.872135,0.127865,0.372135,1,united_kingdom_slb_women,1,finished
2025-05-10,Oaklands Wolves W,Caledonia Gladiators W,69,65,1,0.666667,0.333333,0.166667,1,united_kingdom_slb_women,1,finished
2025-05-04,Caledonia Gladiators W,Manchester Basketball W,90,77,1,0.683841,0.316159,0.183841,1,united_kingdom_slb_women,1,finished
2025-05-03,Newcastle Eagles W,Essex Rebels W,90,82,1,0.768786,0.231214,0.268786,1,united_kingdom_slb_women,1,finished
2025-05-03,Oaklands Wolves W,Leicester Riders W,74,62,1,0.930679,0.069321,0.430679,1,united_kingdom_slb_women,1,finished
2025-05-03,Sheffield Hatters W,Durham Palatinates W,94,42,1,0.944444,0.055556,0.444444,1,united_kingdom_slb_women,1,finished
2026-01-28,Fukien,Jiriki,71,72,0,0.790614,0.209386,0.290614,0,hong_kong_a1,1,finished
2026-01-28,SCAA,Tycoon BC,59,74,0,0.365915,0.634085,0.134085,1,hong_kong_a1,1,finished
2026-01-27,Chun Yu,Eagle,54,65,0,0.247485,0.752515,0.252515,1,hong_kong_a1,1,finished
2026-01-27,Winling,Hong Kong Eastern,77,87,0,0.415789,0.584211,0.084211,1,hong_kong_a1,1,finished
2026-01-23,SCAA,Hong Kong Eastern,71,66,1,0.35732,0.64268,0.14268,0,hong_kong_a1,1,finished
2026-01-23,Tycoon BC,Fukien,96,61,1,0.938825,0.061175,0.438825,1,hong_kong_a1,1,finished
2026-01-20,Able Hon Friends,Winling,66,86,0,0.208929,0.791071,0.291071,1,hong_kong_a1,1,finished
2026-01-20,Chun Yu,Chun Lung,71,66,1,0.317647,0.682353,0.182353,0,hong_kong_a1,1,finished
2026-01-15,Tycoon BC,Chun Yu,104,89,1,0.938443,0.061557,0.438443,1,hong_kong_a1,1,finished
2026-01-14,Jiriki,Able Hon Friends,71,92,0,0.191525,0.808475,0.308475,1,hong_kong_a1,1,finished
2026-01-14,SCAA,Winling,94,83,1,0.886339,0.113661,0.386339,1,hong_kong_a1,1,finished
2026-01-13,Chun Lung,Fukien,74,70,1,0.552,0.448,0.052,1,hong_kong_a1,1,finished
2026-01-13,Chun Yu,Hong Kong Eastern,67,91,0,0.1469,0.8531,0.3531,1,hong_kong_a1,1,finished
2026-01-09,Eagle,Tycoon BC,62,92,0,0.080063,0.919937,0.419937,1,hong_kong_a1,1,finished
2026-01-08,Fukien,SCAA,59,95,0,0.086882,0.913118,0.413118,1,hong_kong_a1,1,finished
2026-01-08,Hong Kong Eastern,Chun Lung,84,73,1,0.925,0.075,0.425,1,hong_kong_a1,1,finished
2026-01-06,Able Hon Friends,Eagle,62,77,0,0.419525,0.580475,0.080475,1,hong_kong_a1,1,finished
2026-01-06,Winling,Jiriki,92,80,1,0.887568,0.112432,0.387568,1,hong_kong_a1,1,finished
2025-12-19,Hong Kong Eastern,Jiriki,88,78,1,0.992126,0.007874,0.492126,1,hong_kong_a1,1,finished
2025-12-18,Eagle,Winling,89,83,1,0.390746,0.609254,0.109254,0,hong_kong_a1,1,finished
2025-12-17,Fukien,Able Hon Friends,56,79,0,0.630653,0.369347,0.130653,0,hong_kong_a1,1,finished
2025-12-17,Tycoon BC,Hong Kong Eastern,64,62,1,0.547872,0.452128,0.047872,1,hong_kong_a1,1,finished
2025-12-16,Jiriki,Chun Lung,79,108,0,0.323877,0.676123,0.176123,1,hong_kong_a1,1,finished
2025-12-16,SCAA,Chun Yu,98,73,1,0.934881,0.065119,0.434881,1,hong_kong_a1,1,finished
2025-12-09,Eagle,Chun Lung,89,79,1,0.669856,0.330144,0.169856,1,hong_kong_a1,1,finished
2025-12-09,SCAA,Able Hon Friends,100,71,1,0.919458,0.080542,0.419458,1,hong_kong_a1,1,finished
2025-12-03,Jiriki,Chun Yu,99,109,0,0.266247,0.733753,0.233753,1,hong_kong_a1,1,finished
2025-12-02,Fukien,Winling,75,72,1,0.287611,0.712389,0.212389,0,hong_kong_a1,1,finished
2025-11-25,Chun Lung,Tycoon BC,52,92,0,0.048379,0.951621,0.451621,1,hong_kong_a1,1,finished
2025-11-25,Jiriki,Eagle,65,94,0,0.158046,0.841954,0.341954,1,hong_kong_a1,1,finished
2025-11-23,Eagle,Fukien,76,66,1,0.596899,0.403101,0.096899,1,hong_kong_a1,1,finished
2025-11-23,Hong Kong Eastern,Able Hon Friends,73,60,1,0.940405,0.059595,0.440405,1,hong_kong_a1,1,finished
2025-11-21,Chun Yu,Winling,76,85,0,0.271949,0.728051,0.228051,1,hong_kong_a1,1,finished
2025-11-21,SCAA,Chun Lung,116,71,1,0.846369,0.153631,0.346369,1,hong_kong_a1,1,finished
2025-11-18,Tycoon BC,Able Hon Friends,90,61,1,0.97971,0.02029,0.47971,1,hong_kong_a1,1,finished
2025-10-24,Eagle,Hong Kong Eastern,46,82,0,0.098659,0.901341,0.401341,1,hong_kong_a1,1,finished
2025-10-24,Fukien,Chun Yu,74,72,1,0.719745,0.280255,0.219745,1,hong_kong_a1,1,finished
2025-02-11,SCAA,Winling,81,79,1,0.617722,0.382278,0.117722,1,hong_kong_a1,1,finished
2025-02-06,Winling,SCAA,83,92,0,0.526882,0.473118,0.026882,0,hong_kong_a1,1,finished
2025-02-04,SCAA,Winling,91,97,0,0.597938,0.402062,0.097938,0,hong_kong_a1,1,finished
2025-02-04,Fukien,Hong Kong Eastern,86,73,1,0.689498,0.310502,0.189498,1,hong_kong_a1,1,finished
2025-01-26,SCAA,Winling,102,83,1,0.383249,0.616751,0.116751,0,hong_kong_a1,1,finished
2025-01-26,Hong Kong Eastern,Fukien,71,79,0,0.533333,0.466667,0.033333,0,hong_kong_a1,1,finished
2025-01-21,Fukien,SCAA,79,84,0,0.164688,0.835312,0.335312,1,hong_kong_a1,1,finished
2025-01-21,Winling,Hong Kong Eastern,82,74,1,0.271762,0.728238,0.228238,0,hong_kong_a1,1,finished
2025-01-16,Hong Kong Eastern,Winling,78,97,0,0.628429,0.371571,0.128429,0,hong_kong_a1,1,finished
2025-01-16,SCAA,Fukien,88,65,1,0.778598,0.221402,0.278598,1,hong_kong_a1,1,finished
2025-01-14,Tycoon BC,Fukien,74,85,0,0.888653,0.111347,0.388653,0,hong_kong_a1,1,finished
2025-01-14,Winling,Able Hon Friends,87,85,1,0.85486,0.14514,0.35486,1,hong_kong_a1,1,finished
2026-04-18,Balikesir,OGM Ormanspor,83,100,0,0.366834,0.633166,0.133166,1,turkey_tbl,1,finished
2026-04-18,Darussafaka,Ankara Kolejliler,110,105,1,0.250509,0.749491,0.249491,0,turkey_tbl,1,finished
2026-04-18,Final Spor,CO Basket,88,89,0,0.304147,0.695853,0.195853,1,turkey_tbl,1,finished
2026-04-18,Harem Spor,Fenerbahce 2,78,70,1,0.64604,0.35396,0.14604,1,turkey_tbl,1,finished
2026-04-18,iLab Basketbol,Kocaeli BŞB Kağıtspor,103,96,1,0.628788,0.371212,0.128788,1,turkey_tbl,1,finished
2026-04-18,Kipas Istiklal,Gaziantep,103,97,1,0.366834,0.633166,0.133166,0,turkey_tbl,1,finished
2026-04-18,Konya BBSK,Bordo Sportif,66,87,0,0.417989,0.582011,0.082011,1,turkey_tbl,1,finished
2026-04-18,MKE Ankaragucu,Cayirova,65,81,0,0.124408,0.875592,0.375592,1,turkey_tbl,1,finished
2026-04-13,CO Basket,Goztepe,91,86,1,0.43617,0.56383,0.06383,0,turkey_tbl,1,finished
2026-04-13,Fenerbahce 2,Balikesir,91,90,1,0.674584,0.325416,0.174584,1,turkey_tbl,1,finished
2026-04-13,Kocaeli BŞB Kağıtspor,Darussafaka,83,65,1,0.683099,0.316901,0.183099,1,turkey_tbl,1,finished
2026-04-13,OGM Ormanspor,Kipas Istiklal,100,83,1,0.709821,0.290179,0.209821,1,turkey_tbl,1,finished
2026-04-12,Bordo Sportif,Harem Spor,84,77,1,0.810631,0.189369,0.310631,1,turkey_tbl,1,finished
2026-04-12,Cayirova,Ankara Kolejliler,95,67,1,0.858278,0.141722,0.358278,1,turkey_tbl,1,finished
2026-04-12,Gaziantep,iLab Basketbol,83,73,1,0.764591,0.235409,0.264591,1,turkey_tbl,1,finished
2026-04-12,MKE Ankaragucu,Final Spor,77,70,1,0.618926,0.381074,0.118926,1,turkey_tbl,1,finished
2026-04-09,Balikesir,Bordo Sportif,76,68,1,0.224299,0.775701,0.275701,0,turkey_tbl,1,finished
2026-04-09,iLab Basketbol,OGM Ormanspor,92,91,1,0.423684,0.576316,0.076316,0,turkey_tbl,1,finished
2026-04-09,Kipas Istiklal,Fenerbahce 2,95,96,0,0.607235,0.392765,0.107235,0,turkey_tbl,1,finished
2026-04-08,Ankara Kolejliler,Kocaeli BŞB Kağıtspor,82,88,0,0.742739,0.257261,0.242739,0,turkey_tbl,1,finished
2026-04-08,Darussafaka,Gaziantep,68,101,0,0.236328,0.763672,0.263672,1,turkey_tbl,1,finished
2026-04-08,Final Spor,Cayirova,67,77,0,0.163205,0.836795,0.336795,1,turkey_tbl,1,finished
2026-04-08,Konya BBSK,CO Basket,83,81,1,0.689095,0.310905,0.189095,1,turkey_tbl,1,finished
2026-04-07,Goztepe,MKE Ankaragucu,94,81,1,0.730769,0.269231,0.230769,1,turkey_tbl,1,finished
2026-04-05,Bordo Sportif,Kipas Istiklal,99,86,1,0.886339,0.113661,0.386339,1,turkey_tbl,1,finished
2026-04-05,Fenerbahce 2,iLab Basketbol,97,71,1,0.585302,0.414698,0.085302,1,turkey_tbl,1,finished
2026-04-04,Cayirova,Kocaeli BŞB Kağıtspor,102,71,1,0.882812,0.117187,0.382812,1,turkey_tbl,1,finished
2026-04-04,CO Basket,Harem Spor,89,75,1,0.597911,0.402089,0.097911,1,turkey_tbl,1,finished
2026-04-04,Gaziantep,Ankara Kolejliler,95,70,1,0.74433,0.25567,0.24433,1,turkey_tbl,1,finished
2026-04-03,Final Spor,Goztepe,89,92,0,0.434667,0.565333,0.065333,1,turkey_tbl,1,finished
2026-04-03,MKE Ankaragucu,Konya BBSK,84,80,1,0.320755,0.679245,0.179245,0,turkey_tbl,1,finished
2026-04-03,OGM Ormanspor,Darussafaka,73,68,1,0.774436,0.225564,0.274436,1,turkey_tbl,1,finished
2026-03-30,Harem Spor,MKE Ankaragucu,80,87,0,0.625316,0.374684,0.125316,0,turkey_tbl,1,finished
2026-03-29,Goztepe,Cayirova,84,88,0,0.281319,0.718681,0.218681,1,turkey_tbl,1,finished
2026-03-29,Kocaeli BŞB Kağıtspor,Gaziantep,69,75,0,0.221805,0.778195,0.278195,1,turkey_tbl,1,finished
2026-03-29,Konya BBSK,Final Spor,97,101,0,0.798599,0.201401,0.298599,0,turkey_tbl,1,finished
2026-03-28,Ankara Kolejliler,OGM Ormanspor,79,86,0,0.55615,0.44385,0.05615,0,turkey_tbl,1,finished
2026-03-28,Darussafaka,Fenerbahce 2,92,82,1,0.428571,0.571429,0.071429,0,turkey_tbl,1,finished
2026-03-28,iLab Basketbol,Bordo Sportif,85,91,0,0.192568,0.807432,0.307432,1,turkey_tbl,1,finished
2026-03-22,Bordo Sportif,Darussafaka,86,57,1,0.875887,0.124113,0.375887,1,turkey_tbl,1,finished
2026-03-22,CO Basket,Kipas Istiklal,76,100,0,0.659367,0.340633,0.159367,0,turkey_tbl,1,finished
2026-03-22,Final Spor,Harem Spor,88,60,1,0.454301,0.545699,0.045699,0,turkey_tbl,1,finished
2026-03-22,MKE Ankaragucu,Balikesir,79,75,1,0.64604,0.35396,0.14604,1,turkey_tbl,1,finished
2026-03-21,Goztepe,Konya BBSK,86,69,1,0.408377,0.591623,0.091623,0,turkey_tbl,1,finished
2026-03-21,OGM Ormanspor,Kocaeli BŞB Kağıtspor,92,76,1,0.756,0.244,0.256,1,turkey_tbl,1,finished
2026-03-16,Harem Spor,Goztepe,91,111,0,0.442667,0.557333,0.057333,1,turkey_tbl,1,finished
2026-03-16,Konya BBSK,Cayirova,86,84,1,0.33414,0.66586,0.16586,0,turkey_tbl,1,finished
2026-03-15,Ankara Kolejliler,Bordo Sportif,83,89,0,0.354839,0.645161,0.145161,1,turkey_tbl,1,finished
2026-03-15,Balikesir,Final Spor,82,72,1,0.51087,0.48913,0.01087,1,turkey_tbl,1,finished
2026-03-15,iLab Basketbol,CO Basket,94,74,1,0.497283,0.502717,0.002717,0,turkey_tbl,1,finished
2026-03-14,Gaziantep,OGM Ormanspor,80,86,0,0.717439,0.282561,0.217439,0,turkey_tbl,1,finished
2026-03-14,Kipas Istiklal,MKE Ankaragucu,90,96,0,0.544236,0.455764,0.044236,0,turkey_tbl,1,finished
2026-03-14,Kocaeli BŞB Kağıtspor,Fenerbahce 2,73,84,0,0.476965,0.523035,0.023035,1,turkey_tbl,1,finished
2026-03-09,CO Basket,Darussafaka,109,75,1,0.654412,0.345588,0.154412,1,turkey_tbl,1,finished
2026-03-08,Bordo Sportif,Kocaeli BŞB Kağıtspor,82,65,1,0.857708,0.142292,0.357708,1,turkey_tbl,1,finished
2026-03-08,Goztepe,Balikesir,91,82,1,0.729614,0.270386,0.229614,1,turkey_tbl,1,finished
2026-03-08,Konya BBSK,Harem Spor,94,68,1,0.70852,0.29148,0.20852,1,turkey_tbl,1,finished
2026-03-08,MKE Ankaragucu,iLab Basketbol,81,74,1,0.433511,0.566489,0.066489,0,turkey_tbl,1,finished
2026-03-07,Cayirova,OGM Ormanspor,87,61,1,0.759369,0.240631,0.259369,1,turkey_tbl,1,finished
2026-03-07,Fenerbahce 2,Gaziantep,86,82,1,0.268657,0.731343,0.231343,0,turkey_tbl,1,finished
2026-03-06,Final Spor,Kipas Istiklal,79,77,1,0.521622,0.478378,0.021622,1,turkey_tbl,1,finished
2026-03-02,OGM Ormanspor,Fenerbahce 2,78,94,0,0.725108,0.274892,0.225108,0,turkey_tbl,1,finished
2026-03-01,Balikesir,Konya BBSK,71,70,1,0.341463,0.658537,0.158537,0,turkey_tbl,1,finished
2026-03-01,Harem Spor,Cayirova,73,82,0,0.302752,0.697248,0.197248,1,turkey_tbl,1,finished
2026-03-01,Kipas Istiklal,Goztepe,91,87,1,0.591623,0.408377,0.091623,1,turkey_tbl,1,finished
2026-02-28,Ankara Kolejliler,CO Basket,81,80,1,0.67696,0.32304,0.17696,1,turkey_tbl,1,finished
2026-02-28,Darussafaka,MKE Ankaragucu,102,92,1,0.6,0.4,0.1,1,turkey_tbl,1,finished
2026-02-28,Gaziantep,Bordo Sportif,73,86,0,0.544474,0.455526,0.044474,0,turkey_tbl,1,finished
2026-02-27,iLab Basketbol,Final Spor,81,85,0,0.647783,0.352217,0.147783,0,turkey_tbl,1,finished
