GAME_DATE_EST,HOME_TEAM_NAME,VISITOR_TEAM_NAME,PTS_home,PTS_away,HOME_TEAM_WINS,MARKET_PROB_home,MARKET_PROB_away,prob_margin,correct,league,accepted,STATUS
2026-05-17,Las Animas,CD Puerto Varas,82,71,1,0.690367,0.309633,0.190367,1,chile_lnb,1,finished
2026-05-17,Puente Alto,Leones Quilpue,93,101,0,0.406736,0.593264,0.093264,1,chile_lnb,1,finished
2026-05-17,U. De Concepcion,Boston C. C.,120,66,1,0.926599,0.073401,0.426599,1,chile_lnb,1,finished
2026-05-16,Espanol Osorno,Valdivia,74,92,0,0.688222,0.311778,0.188222,0,chile_lnb,1,finished
2026-05-16,Las Animas,CD Puerto Varas,76,81,0,0.447721,0.552279,0.052279,1,chile_lnb,1,finished
2026-05-16,Puente Alto,Leones Quilpue,83,76,1,0.440318,0.559682,0.059682,0,chile_lnb,1,finished
2026-05-15,Espanol Osorno,Valdivia,95,74,1,0.629073,0.370927,0.129073,1,chile_lnb,1,finished
2026-05-13,Boston C. C.,Colo Colo,84,71,1,0.360697,0.639303,0.139303,0,chile_lnb,1,finished
2026-05-12,CD Puerto Varas,Ancud,75,74,1,0.549333,0.450667,0.049333,1,chile_lnb,1,finished
2026-05-11,Colo Colo,Boston C. C.,96,103,0,0.474394,0.525606,0.025606,1,chile_lnb,1,finished
2026-05-10,Ancud,CD Puerto Varas,76,66,1,0.63591,0.36409,0.13591,1,chile_lnb,1,finished
2026-05-10,Catolica,Leones Quilpue,71,72,0,0.224719,0.775281,0.275281,1,chile_lnb,1,finished
2026-05-10,Espanol de Talca,Puente Alto,79,84,0,0.170213,0.829787,0.329787,1,chile_lnb,1,finished
2026-05-10,Puerto Montt,Valdivia,75,97,0,0.209302,0.790698,0.290698,1,chile_lnb,1,finished
2026-05-08,Boston C. C.,Colo Colo,71,77,0,0.558201,0.441799,0.058201,0,chile_lnb,1,finished
2026-05-08,CD Puerto Varas,Ancud,69,64,1,0.654501,0.345499,0.154501,1,chile_lnb,1,finished
2026-05-08,Las Animas,Naviera Ulloa,112,71,1,0.901328,0.098672,0.401328,1,chile_lnb,1,finished
2026-05-08,Puente Alto,Espanol de Talca,93,76,1,0.899217,0.100783,0.399217,1,chile_lnb,1,finished
2025-12-21,Valdivia,Leones Quilpue,50,85,0,0.448,0.552,0.052,1,chile_lnb,1,finished
2025-12-20,Valdivia,Leones Quilpue,58,56,1,0.455764,0.544236,0.044236,0,chile_lnb,1,finished
2025-12-17,Leones Quilpue,Valdivia,79,65,1,0.76699,0.23301,0.26699,1,chile_lnb,1,finished
2025-12-16,Leones Quilpue,Valdivia,70,63,1,0.842939,0.157061,0.342939,1,chile_lnb,1,finished
2025-12-13,Valdivia,Espanol Osorno,87,70,1,0.609254,0.390746,0.109254,1,chile_lnb,1,finished
2025-12-11,Colo Colo,Leones Quilpue,68,75,0,0.124555,0.875445,0.375445,1,chile_lnb,1,finished
2025-12-10,Colo Colo,Leones Quilpue,71,62,1,0.106186,0.893814,0.393814,0,chile_lnb,1,finished
2025-12-09,Espanol Osorno,Valdivia,70,69,1,0.629723,0.370277,0.129723,1,chile_lnb,1,finished
2025-12-08,Espanol Osorno,Valdivia,78,68,1,0.621827,0.378173,0.121827,1,chile_lnb,1,finished
2025-12-07,Leones Quilpue,Colo Colo,93,54,1,0.921887,0.078113,0.421887,1,chile_lnb,1,finished
2025-12-06,Leones Quilpue,Colo Colo,92,51,1,0.908191,0.091809,0.408191,1,chile_lnb,1,finished
2025-12-04,Valdivia,Espanol Osorno,82,66,1,0.715859,0.284141,0.215859,1,chile_lnb,1,finished
2025-12-04,Valdivia,Espanol Osorno,75,57,1,0.599483,0.400517,0.099483,1,chile_lnb,1,finished
2025-11-19,Espanol Osorno,U. De Concepcion,93,78,1,0.469003,0.530997,0.030997,0,chile_lnb,1,finished
2025-11-18,Catolica,Colo Colo,48,70,0,0.544236,0.455764,0.044236,0,chile_lnb,1,finished
2025-11-18,Valdivia,CD Puerto Varas,65,60,1,0.564987,0.435013,0.064987,1,chile_lnb,1,finished
2025-11-16,CD Puerto Varas,Valdivia,82,75,1,0.530997,0.469003,0.030997,1,chile_lnb,1,finished
2025-11-16,Puente Alto,Leones Quilpue,72,93,0,0.308889,0.691111,0.191111,1,chile_lnb,1,finished
2025-11-16,U. De Concepcion,Espanol Osorno,91,70,1,0.652913,0.347087,0.152913,1,chile_lnb,1,finished
2025-11-15,Colo Colo,Catolica,58,60,0,0.628141,0.371859,0.128141,0,chile_lnb,1,finished
2025-11-15,CD Puerto Varas,Valdivia,68,77,0,0.552,0.448,0.052,0,chile_lnb,1,finished
2025-11-15,U. De Concepcion,Espanol Osorno,75,57,1,0.566138,0.433862,0.066138,1,chile_lnb,1,finished
2025-11-14,Colo Colo,Catolica,59,72,0,0.641089,0.358911,0.141089,0,chile_lnb,1,finished
2025-11-14,Puente Alto,Leones Quilpue,87,75,1,0.278867,0.721133,0.221133,0,chile_lnb,1,finished
2025-11-12,Espanol Osorno,U. De Concepcion,79,71,1,0.572178,0.427822,0.072178,1,chile_lnb,1,finished
2025-11-11,Espanol Osorno,U. De Concepcion,76,69,1,0.467914,0.532086,0.032086,0,chile_lnb,1,finished
2025-11-10,Catolica,Colo Colo,57,61,0,0.594805,0.405195,0.094805,0,chile_lnb,1,finished
2025-11-09,Valdivia,CD Puerto Varas,74,89,0,0.714286,0.285714,0.214286,0,chile_lnb,1,finished
2025-11-09,Catolica,Colo Colo,59,66,0,0.683841,0.316159,0.183841,0,chile_lnb,1,finished
2025-11-09,Leones Quilpue,Puente Alto,78,70,1,0.884361,0.115639,0.384361,1,chile_lnb,1,finished
2025-11-08,Valdivia,CD Puerto Varas,87,77,1,0.705618,0.294382,0.205618,1,chile_lnb,1,finished
2025-11-05,Colo Colo,Boston C. C.,83,66,1,0.70852,0.29148,0.20852,1,chile_lnb,1,finished
2025-11-01,Ancud,U. De Concepcion,67,79,0,0.450667,0.549333,0.049333,1,chile_lnb,1,finished
2025-11-01,Boston C. C.,Colo Colo,68,59,1,0.335749,0.664251,0.164251,0,chile_lnb,1,finished
2025-11-01,CD Puerto Varas,Las Animas,73,65,1,0.634085,0.365915,0.134085,1,chile_lnb,1,finished
2025-10-31,Espanol de Talca,Puente Alto,74,90,0,0.329356,0.670644,0.170644,1,chile_lnb,1,finished
2025-10-30,Colo Colo,Boston C. C.,69,61,1,0.858081,0.141919,0.358081,1,chile_lnb,1,finished
2025-10-30,Las Animas,CD Puerto Varas,69,78,0,0.64532,0.35468,0.14532,0,chile_lnb,1,finished
2025-10-30,Puente Alto,Espanol de Talca,93,74,1,0.77963,0.22037,0.27963,1,chile_lnb,1,finished
2025-10-30,U. De Concepcion,Ancud,79,70,1,0.706935,0.293065,0.206935,1,chile_lnb,1,finished
2026-06-14,Joventut Badalona,Valencia,75,87,0,0.434896,0.565104,0.065104,1,Spain Acb,1,finished
2026-06-13,Tenerife,Barcelona,76,85,0,0.410256,0.589744,0.089744,1,Spain Acb,1,finished
2026-06-12,Valencia,Joventut Badalona,90,76,1,0.733888,0.266112,0.233888,1,Spain Acb,1,finished
2026-06-11,Barcelona,Tenerife,97,89,1,0.80597,0.19403,0.30597,1,Spain Acb,1,finished
2026-06-09,Barcelona,Tenerife,100,67,1,0.742915,0.257085,0.242915,1,Spain Acb,1,finished
2026-06-07,Baskonia,Joventut Badalona,88,96,0,0.713666,0.286334,0.213666,0,Spain Acb,1,finished
2026-06-06,Murcia,Barcelona,76,100,0,0.366995,0.633005,0.133005,1,Spain Acb,1,finished
2026-06-06,Real Madrid,Tenerife,95,107,0,0.853369,0.146631,0.353369,0,Spain Acb,1,finished
2026-06-05,Bilbao,Valencia,71,88,0,0.302013,0.697987,0.197987,1,Spain Acb,1,finished
2026-06-05,Joventut Badalona,Baskonia,82,63,1,0.521164,0.478836,0.021164,1,Spain Acb,1,finished
2026-06-04,Barcelona,Murcia,87,90,0,0.732919,0.267081,0.232919,0,Spain Acb,1,finished
2026-06-04,Tenerife,Real Madrid,83,118,0,0.274262,0.725738,0.225738,1,Spain Acb,1,finished
2026-06-03,Baskonia,Joventut Badalona,85,71,1,0.73125,0.26875,0.23125,1,Spain Acb,1,finished
2026-06-03,Valencia,Bilbao,83,80,1,0.83741,0.16259,0.33741,1,Spain Acb,1,finished
2026-06-02,Murcia,Barcelona,68,91,0,0.549738,0.450262,0.049738,0,Spain Acb,1,finished
2026-06-02,Real Madrid,Tenerife,97,98,0,0.81129,0.18871,0.31129,0,Spain Acb,1,finished
2025-06-25,Valencia,Real Madrid,70,81,0,0.564767,0.435233,0.064767,0,Spain Acb,1,finished
2025-06-20,Real Madrid,Valencia,89,75,1,0.714592,0.285408,0.214592,1,Spain Acb,1,finished
2025-06-17,Unicaja,Real Madrid,79,86,0,0.478947,0.521053,0.021053,1,Spain Acb,1,finished
2025-06-15,Unicaja,Real Madrid,86,84,1,0.518421,0.481579,0.018421,1,Spain Acb,1,finished
2025-06-14,Tenerife,Valencia,87,94,0,0.424165,0.575835,0.075835,1,Spain Acb,1,finished
2025-06-13,Real Madrid,Unicaja,90,75,1,0.715203,0.284797,0.215203,1,Spain Acb,1,finished
2025-06-12,Valencia,Tenerife,105,74,1,0.735113,0.264887,0.235113,1,Spain Acb,1,finished
2025-06-11,Real Madrid,Unicaja,99,81,1,0.676674,0.323326,0.176674,1,Spain Acb,1,finished
2025-06-10,Valencia,Tenerife,83,65,1,0.736196,0.263804,0.236196,1,Spain Acb,1,finished
2025-06-06,Barcelona,Unicaja,59,81,0,0.605528,0.394472,0.105528,0,Spain Acb,1,finished
2025-06-06,Baskonia,Real Madrid,103,112,0,0.365854,0.634146,0.134146,1,Spain Acb,1,finished
2025-06-04,Joventut Badalona,Tenerife,60,80,0,0.624691,0.375309,0.124691,0,Spain Acb,1,finished
2025-06-03,Real Madrid,Baskonia,82,76,1,0.80719,0.19281,0.30719,1,Spain Acb,1,finished
2025-06-02,Tenerife,Joventut Badalona,96,81,1,0.667447,0.332553,0.167447,1,Spain Acb,1,finished
2025-06-02,Valencia,Gran Canaria,98,74,1,0.811897,0.188103,0.311897,1,Spain Acb,1,finished
2026-01-28,Apolonia Fier,Golden Eagle Ylli,61,72,0,0.615776,0.384224,0.115776,0,europe_liga_unike,1,finished
2025-12-18,Vllaznia,Apolonia Fier,72,75,0,0.506812,0.493188,0.006812,0,europe_liga_unike,1,finished
2025-03-26,Sigal Prishtina,Beselidhja,81,67,1,0.49866,0.50134,0.00134,0,europe_liga_unike,1,finished
2025-03-26,Vellaznimi,Golden Eagle Ylli,76,75,1,0.467568,0.532432,0.032432,0,europe_liga_unike,1,finished
2026-06-17,Barangay Ginebra San Miguel,TNT Tropang 5G,88,76,1,0.620253,0.379747,0.120253,1,Philippines Pba Commissioner S Cup,1,finished
2026-06-14,TNT Tropang 5G,Barangay Ginebra San Miguel,98,90,1,0.441489,0.558511,0.058511,0,Philippines Pba Commissioner S Cup,1,finished
2026-06-10,TNT Tropang 5G,Barangay Ginebra San Miguel,106,98,1,0.627204,0.372796,0.127204,1,Philippines Pba Commissioner S Cup,1,finished
2026-06-07,Barangay Ginebra San Miguel,TNT Tropang 5G,116,102,1,0.586387,0.413613,0.086387,1,Philippines Pba Commissioner S Cup,1,finished
2026-06-05,TNT Tropang 5G,Barangay Ginebra San Miguel,101,94,1,0.628141,0.371859,0.128141,1,Philippines Pba Commissioner S Cup,1,finished
2026-06-03,Barangay Ginebra San Miguel,TNT Tropang 5G,102,100,1,0.621212,0.378788,0.121212,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-31,Rain or Shine Elasto Painters,Barangay Ginebra San Miguel,107,118,0,0.50266,0.49734,0.00266,0,Philippines Pba Commissioner S Cup,1,finished
2026-05-31,TNT Tropang 5G,Meralco Bolts,97,94,1,0.533512,0.466488,0.033512,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-29,Barangay Ginebra San Miguel,Rain or Shine Elasto Painters,111,104,1,0.697727,0.302273,0.197727,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-29,Meralco Bolts,TNT Tropang 5G,95,103,0,0.441176,0.558824,0.058824,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-27,Rain or Shine Elasto Painters,Barangay Ginebra San Miguel,97,85,1,0.466488,0.533512,0.033512,0,Philippines Pba Commissioner S Cup,1,finished
2026-05-27,TNT Tropang 5G,Meralco Bolts,90,101,0,0.403101,0.596899,0.096899,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-24,Barangay Ginebra San Miguel,Rain or Shine Elasto Painters,103,98,1,0.582245,0.417755,0.082245,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-24,Meralco Bolts,TNT Tropang 5G,75,77,0,0.770554,0.229446,0.270554,0,Philippines Pba Commissioner S Cup,1,finished
2026-05-22,Rain or Shine Elasto Painters,Barangay Ginebra San Miguel,101,109,0,0.327014,0.672986,0.172986,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-22,TNT Tropang 5G,Meralco Bolts,76,87,0,0.529412,0.470588,0.029412,0,Philippines Pba Commissioner S Cup,1,finished
2026-05-20,Barangay Ginebra San Miguel,Rain or Shine Elasto Painters,111,115,0,0.572178,0.427822,0.072178,0,Philippines Pba Commissioner S Cup,1,finished
2026-05-20,Meralco Bolts,TNT Tropang 5G,89,94,0,0.415144,0.584856,0.084856,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-16,NLEX Road Warriors,TNT Tropang 5G,112,118,0,0.324706,0.675294,0.175294,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-15,Phoenix Fuelmasters,Barangay Ginebra San Miguel,81,112,0,0.222846,0.777154,0.277154,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-15,San Miguel Beermen,Rain or Shine Elasto Painters,104,113,0,0.626566,0.373434,0.126566,0,Philippines Pba Commissioner S Cup,1,finished
2026-05-13,Magnolia Hotshots,Meralco Bolts,95,89,1,0.415144,0.584856,0.084856,0,Philippines Pba Commissioner S Cup,1,finished
2026-05-13,TNT Tropang 5G,NLEX Road Warriors,96,93,1,0.708889,0.291111,0.208889,1,Philippines Pba Commissioner S Cup,1,finished
2025-03-26,Barangay Ginebra San Miguel,TNT Tropang 5G,83,87,0,0.524194,0.475806,0.024194,0,Philippines Pba Commissioner S Cup,1,finished
2025-03-23,TNT Tropang 5G,Barangay Ginebra San Miguel,66,73,0,0.547872,0.452128,0.047872,0,Philippines Pba Commissioner S Cup,1,finished
2025-03-21,Barangay Ginebra San Miguel,TNT Tropang 5G,95,78,1,0.362283,0.637717,0.137717,0,Philippines Pba Commissioner S Cup,1,finished
2025-03-19,TNT Tropang 5G,Barangay Ginebra San Miguel,87,85,1,0.464,0.536,0.036,0,Philippines Pba Commissioner S Cup,1,finished
2025-03-16,Barangay Ginebra San Miguel,TNT Tropang 5G,71,70,1,0.654501,0.345499,0.154501,1,Philippines Pba Commissioner S Cup,1,finished
2025-03-14,Barangay Ginebra San Miguel,TNT Tropang 5G,89,95,0,0.625628,0.374372,0.125628,0,Philippines Pba Commissioner S Cup,1,finished
2025-03-07,Barangay Ginebra San Miguel,NorthPort,126,99,1,0.796491,0.203509,0.296491,1,Philippines Pba Commissioner S Cup,1,finished
2025-03-07,TNT Tropang 5G,Rain or Shine Elasto Painters,97,92,1,0.495957,0.504043,0.004043,0,Philippines Pba Commissioner S Cup,1,finished
2025-03-05,NorthPort,Barangay Ginebra San Miguel,108,103,1,0.129743,0.870257,0.370257,0,Philippines Pba Commissioner S Cup,1,finished
2025-03-05,Rain or Shine Elasto Painters,TNT Tropang 5G,85,93,0,0.562334,0.437666,0.062334,0,Philippines Pba Commissioner S Cup,1,finished
2025-03-02,Barangay Ginebra San Miguel,NorthPort,127,100,1,0.691244,0.308756,0.191244,1,Philippines Pba Commissioner S Cup,1,finished
2025-03-02,TNT Tropang 5G,Rain or Shine Elasto Painters,98,103,0,0.371212,0.628788,0.128788,1,Philippines Pba Commissioner S Cup,1,finished
2025-02-28,NorthPort,Barangay Ginebra San Miguel,106,119,0,0.387755,0.612245,0.112245,1,Philippines Pba Commissioner S Cup,1,finished
2025-02-28,Rain or Shine Elasto Painters,TNT Tropang 5G,91,93,0,0.428571,0.571429,0.071429,1,Philippines Pba Commissioner S Cup,1,finished
2025-02-26,Barangay Ginebra San Miguel,NorthPort,115,93,1,0.490765,0.509235,0.009235,0,Philippines Pba Commissioner S Cup,1,finished
2025-02-26,TNT Tropang 5G,Rain or Shine Elasto Painters,88,84,1,0.669048,0.330952,0.169048,1,Philippines Pba Commissioner S Cup,1,finished
2025-02-09,Barangay Ginebra San Miguel,Meralco Bolts,94,87,1,0.704955,0.295045,0.204955,1,Philippines Pba Commissioner S Cup,1,finished
2025-02-09,Converge FiberXers,Rain or Shine Elasto Painters,103,112,0,0.661017,0.338983,0.161017,0,Philippines Pba Commissioner S Cup,1,finished
2025-02-07,Converge FiberXers,Rain or Shine Elasto Painters,104,114,0,0.62341,0.37659,0.12341,0,Philippines Pba Commissioner S Cup,1,finished
2025-02-07,Meralco Bolts,Barangay Ginebra San Miguel,108,104,1,0.376263,0.623737,0.123737,0,Philippines Pba Commissioner S Cup,1,finished
2025-02-06,NorthPort,Magnolia Hotshots,113,110,1,0.377358,0.622642,0.122642,0,Philippines Pba Commissioner S Cup,1,finished
2025-02-06,TNT Tropang 5G,Hong Kong Eastern,109,93,1,0.792185,0.207815,0.292185,1,Philippines Pba Commissioner S Cup,1,finished
2025-02-05,Barangay Ginebra San Miguel,Meralco Bolts,100,92,1,0.653659,0.346341,0.153659,1,Philippines Pba Commissioner S Cup,1,finished
2025-02-05,Rain or Shine Elasto Painters,Converge FiberXers,118,130,0,0.219557,0.780443,0.280443,1,Philippines Pba Commissioner S Cup,1,finished
2026-05-08,Fuenlabrada,Estudiantes,77,70,1,0.573684,0.426316,0.073684,1,spain_primera_feb,1,finished
2026-05-08,Hestia Menorca,Melilla,102,72,1,0.764591,0.235409,0.264591,1,spain_primera_feb,1,finished
2026-05-08,Obradoiro CAB,Gipuzkoa,85,68,1,0.876887,0.123113,0.376887,1,spain_primera_feb,1,finished
2026-05-08,Ourense,Oviedo,70,74,0,0.41623,0.58377,0.08377,1,spain_primera_feb,1,finished
2026-05-08,Palencia,Estela,100,70,1,0.896208,0.103792,0.396208,1,spain_primera_feb,1,finished
2026-05-08,Palmer Basket,Fibwi Palma,59,85,0,0.625316,0.374684,0.125316,0,spain_primera_feb,1,finished
2026-05-08,Tizona Burgos,Cartagena,93,80,1,0.550802,0.449198,0.050802,1,spain_primera_feb,1,finished
2026-05-08,Zamora,Alicante,83,76,1,0.524324,0.475676,0.024324,1,spain_primera_feb,1,finished
2026-05-03,Estudiantes,Palmer Basket,73,70,1,0.879682,0.120318,0.379682,1,spain_primera_feb,1,finished
2026-05-03,Fibwi Palma,Leyma Coruna,76,94,0,0.162281,0.837719,0.337719,1,spain_primera_feb,1,finished
2026-05-03,Gipuzkoa,Hestia Menorca,84,66,1,0.640199,0.359801,0.140199,1,spain_primera_feb,1,finished
2026-05-03,Melilla,Ourense,84,93,0,0.699095,0.300905,0.199095,0,spain_primera_feb,1,finished
2026-05-02,Alicante,Tizona Burgos,92,97,0,0.767308,0.232692,0.267308,0,spain_primera_feb,1,finished
2026-05-02,Cartagena,Palencia,72,82,0,0.178797,0.821203,0.321203,1,spain_primera_feb,1,finished
2026-05-02,Estela,Obradoiro CAB,65,95,0,0.116408,0.883592,0.383592,1,spain_primera_feb,1,finished
2026-05-02,Oviedo,Zamora,90,80,1,0.771429,0.228571,0.271429,1,spain_primera_feb,1,finished
2026-04-26,Fuenlabrada,Cartagena,91,82,1,0.814029,0.185971,0.314029,1,spain_primera_feb,1,finished
2026-04-26,Hestia Menorca,Ourense,73,70,1,0.743326,0.256674,0.243326,1,spain_primera_feb,1,finished
2026-04-26,Leyma Coruna,Gipuzkoa,92,81,1,0.807047,0.192953,0.307047,1,spain_primera_feb,1,finished
2026-04-26,Melilla,Tizona Burgos,81,96,0,0.621827,0.378173,0.121827,0,spain_primera_feb,1,finished
2026-04-26,Obradoiro CAB,Estudiantes,89,79,1,0.807692,0.192308,0.307692,1,spain_primera_feb,1,finished
2026-04-26,Palmer Basket,Alicante,77,68,1,0.319249,0.680751,0.180751,0,spain_primera_feb,1,finished
2026-04-26,Zamora,Estela,86,89,0,0.753507,0.246493,0.253507,0,spain_primera_feb,1,finished
2026-04-25,Palencia,Fibwi Palma,92,70,1,0.890871,0.109129,0.390871,1,spain_primera_feb,1,finished
2026-04-22,Cartagena,Zamora,64,78,0,0.467568,0.532432,0.032432,1,spain_primera_feb,1,finished
2026-04-22,Estela,Fuenlabrada,80,89,0,0.377215,0.622785,0.122785,1,spain_primera_feb,1,finished
2026-04-22,Estudiantes,Melilla,86,73,1,0.864385,0.135615,0.364385,1,spain_primera_feb,1,finished
2026-04-22,Fibwi Palma,Gipuzkoa,63,73,0,0.376263,0.623737,0.123737,1,spain_primera_feb,1,finished
2026-04-22,Leyma Coruna,Hestia Menorca,81,72,1,0.820919,0.179081,0.320919,1,spain_primera_feb,1,finished
2026-04-22,Oviedo,Palmer Basket,89,74,1,0.871515,0.128485,0.371515,1,spain_primera_feb,1,finished
2026-04-21,Ourense,Palencia,90,93,0,0.252546,0.747454,0.247454,1,spain_primera_feb,1,finished
2026-04-19,Estudiantes,Oviedo,75,69,1,0.699774,0.300226,0.199774,1,spain_primera_feb,1,finished
2026-04-19,Fibwi Palma,Cartagena,77,80,0,0.65942,0.34058,0.15942,0,spain_primera_feb,1,finished
2026-04-18,Fuenlabrada,Leyma Coruna,75,74,1,0.315421,0.684579,0.184579,0,spain_primera_feb,1,finished
2026-04-18,Hestia Menorca,Palencia,67,72,0,0.401554,0.598446,0.098446,1,spain_primera_feb,1,finished
2026-04-17,Estela,Alicante,74,82,0,0.436508,0.563492,0.063492,1,spain_primera_feb,1,finished
2026-04-17,Gipuzkoa,Palmer Basket,82,65,1,0.806397,0.193603,0.306397,1,spain_primera_feb,1,finished
2026-04-17,Obradoiro CAB,Ourense,94,57,1,0.911841,0.088159,0.411841,1,spain_primera_feb,1,finished
2026-04-12,Palmer Basket,Melilla,75,82,0,0.638404,0.361596,0.138404,0,spain_primera_feb,1,finished
2026-04-11,Alicante,Gipuzkoa,74,87,0,0.604113,0.395887,0.104113,0,spain_primera_feb,1,finished
2026-04-11,Cartagena,Hestia Menorca,79,83,0,0.327014,0.672986,0.172986,1,spain_primera_feb,1,finished
2026-04-11,Leyma Coruna,Obradoiro CAB,84,92,0,0.512064,0.487936,0.012064,0,spain_primera_feb,1,finished
2026-04-11,Ourense,Estela,67,72,0,0.725322,0.274678,0.225322,0,spain_primera_feb,1,finished
2026-04-11,Oviedo,Fuenlabrada,65,73,0,0.656174,0.343826,0.156174,0,spain_primera_feb,1,finished
2026-04-11,Zamora,Fibwi Palma,81,79,1,0.708241,0.291759,0.208241,1,spain_primera_feb,1,finished
2026-04-10,Tizona Burgos,Estudiantes,76,96,0,0.281659,0.718341,0.218341,1,spain_primera_feb,1,finished
2026-04-05,Estudiantes,Cartagena,90,84,1,0.884868,0.115132,0.384868,1,spain_primera_feb,1,finished
2026-04-05,Melilla,Gipuzkoa,73,54,1,0.385204,0.614796,0.114796,0,spain_primera_feb,1,finished
2026-04-05,Obradoiro CAB,Palencia,81,53,1,0.694064,0.305936,0.194064,1,spain_primera_feb,1,finished
2026-04-05,Oviedo,Alicante,76,74,1,0.663462,0.336538,0.163462,1,spain_primera_feb,1,finished
2026-04-05,Palmer Basket,Ourense,72,56,1,0.431217,0.568783,0.068783,0,spain_primera_feb,1,finished
2026-04-04,Estela,Leyma Coruna,79,88,0,0.141547,0.858453,0.358453,1,spain_primera_feb,1,finished
2026-04-04,Hestia Menorca,Tizona Burgos,88,70,1,0.820635,0.179365,0.320635,1,spain_primera_feb,1,finished
2026-04-04,Zamora,Fuenlabrada,80,79,1,0.537433,0.462567,0.037433,1,spain_primera_feb,1,finished
2026-03-29,Fibwi Palma,Obradoiro CAB,63,87,0,0.148501,0.851499,0.351499,1,spain_primera_feb,1,finished
2026-03-28,Alicante,Estudiantes,83,81,1,0.473118,0.526882,0.026882,0,spain_primera_feb,1,finished
2026-03-28,Fuenlabrada,Palmer Basket,87,67,1,0.791815,0.208185,0.291815,1,spain_primera_feb,1,finished
2026-03-28,Hestia Menorca,Oviedo,65,72,0,0.635,0.365,0.135,0,spain_primera_feb,1,finished
2026-03-28,Ourense,Zamora,84,105,0,0.697039,0.302961,0.197039,0,spain_primera_feb,1,finished
2026-03-27,Leyma Coruna,Cartagena,82,77,1,0.928622,0.071378,0.428622,1,spain_primera_feb,1,finished
2026-03-27,Palencia,Melilla,82,62,1,0.905936,0.094064,0.405936,1,spain_primera_feb,1,finished
2026-03-27,Tizona Burgos,Estela,86,77,1,0.628141,0.371859,0.128141,1,spain_primera_feb,1,finished
2026-03-22,Fibwi Palma,Oviedo,69,95,0,0.418848,0.581152,0.081152,1,spain_primera_feb,1,finished
2026-03-22,Melilla,Fuenlabrada,84,77,1,0.323113,0.676887,0.176887,0,spain_primera_feb,1,finished
2026-03-21,Cartagena,Alicante,78,77,1,0.300905,0.699095,0.199095,0,spain_primera_feb,1,finished
2026-03-21,Estela,Estudiantes,80,78,1,0.27409,0.72591,0.22591,0,spain_primera_feb,1,finished
2026-03-21,Gipuzkoa,Palencia,57,71,0,0.404145,0.595855,0.095855,1,spain_primera_feb,1,finished
2026-03-21,Obradoiro CAB,Palmer Basket,89,80,1,0.923423,0.076577,0.423423,1,spain_primera_feb,1,finished
2026-03-21,Zamora,Hestia Menorca,72,67,1,0.453333,0.546667,0.046667,0,spain_primera_feb,1,finished
2026-03-20,Leyma Coruna,Tizona Burgos,105,84,1,0.912895,0.087105,0.412895,1,spain_primera_feb,1,finished
2026-03-15,Alicante,Obradoiro CAB,80,103,0,0.286976,0.713024,0.213024,1,spain_primera_feb,1,finished
2026-03-15,Cartagena,Melilla,82,68,1,0.605128,0.394872,0.105128,1,spain_primera_feb,1,finished
2026-03-15,Estudiantes,Fibwi Palma,90,66,1,0.810316,0.189684,0.310316,1,spain_primera_feb,1,finished
2026-03-15,Fuenlabrada,Hestia Menorca,78,71,1,0.530831,0.469169,0.030831,1,spain_primera_feb,1,finished
2026-03-15,Oviedo,Gipuzkoa,90,71,1,0.526882,0.473118,0.026882,1,spain_primera_feb,1,finished
2026-03-15,Palmer Basket,Estela,86,83,1,0.581152,0.418848,0.081152,1,spain_primera_feb,1,finished
2026-03-14,Ourense,Tizona Burgos,79,77,1,0.82716,0.17284,0.32716,1,spain_primera_feb,1,finished
2026-03-14,Palencia,Leyma Coruna,99,87,1,0.544,0.456,0.044,1,spain_primera_feb,1,finished
2026-03-11,Gipuzkoa,Fuenlabrada,90,74,1,0.665083,0.334917,0.165083,1,spain_primera_feb,1,finished
2026-03-11,Hestia Menorca,Palmer Basket,89,74,1,0.827692,0.172308,0.327692,1,spain_primera_feb,1,finished
2026-03-11,Melilla,Oviedo,79,87,0,0.317016,0.682984,0.182984,1,spain_primera_feb,1,finished
2026-03-11,Ourense,Leyma Coruna,59,74,0,0.238281,0.761719,0.261719,1,spain_primera_feb,1,finished
2026-03-11,Tizona Burgos,Palencia,74,91,0,0.246,0.754,0.254,1,spain_primera_feb,1,finished
2026-03-10,Obradoiro CAB,Cartagena,101,49,1,0.923423,0.076577,0.423423,1,spain_primera_feb,1,finished
2026-03-10,Zamora,Estudiantes,75,86,0,0.37,0.63,0.13,1,spain_primera_feb,1,finished
2026-03-08,Estudiantes,Hestia Menorca,85,78,1,0.588542,0.411458,0.088542,1,spain_primera_feb,1,finished
