Date,HomeTeam,AwayTeam,FTHG,FTAG,AvgH,AvgD,AvgA,Season
2022-07-03,Malta W,Norway W,48,64,3.22,,1.29,2022
2022-07-02,Norway W,Kosovo W,81,54,1.37,,3.01,2022
2022-06-29,Cyprus W,Norway W,81,62,3.25,,1.27,2022
