Date,HomeTeam,AwayTeam,FTHG,FTAG,AvgH,AvgD,AvgA,Season
2026-06-27,Heroes de Moca,Gigantes San Francisco,83,96,1.74,,1.97,current
2026-06-26,Caneros,Metros de Santiago,85,77,2.18,,1.60,current
2026-06-25,Gigantes San Francisco,Heroes de Moca,107,106,1.54,,2.34,current
2026-06-24,Metros de Santiago,Caneros,69,63,1.31,,3.18,current
