Date,HomeTeam,AwayTeam,FTHG,FTAG,AvgH,AvgD,AvgA,Season
2026-06-21,Power,Ball Hogs,51,43,1.55,,2.34,current
2026-06-20,Detroit Amps,Trilogy,46,51,2.09,,1.68,current
2026-06-20,Houston Rig Hands,Triplets,47,51,2.09,,1.68,current
2026-06-20,LA Riot,Miami 305,39,30,2.09,,1.68,current
